fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6.8,0.23,0.36,5.8,0.038,9.0,133.0,0.98946,3.34,0.38,10.1
6.9,0.19,0.36,4.1,0.045,15.0,136.0,0.9943,3.15,0.65,10.0
7.3,0.35,0.34,6.8,0.057999999999999996,64.0,134.0,0.99911,3.39,0.34,12.7
6.9,0.21,0.21,3.9,0.037000000000000005,34.0,122.0,0.9919,3.15,0.83,9.8
5.4,0.32,0.74,13.4,0.12300000000000001,44.0,105.0,0.98936,3.1,0.63,10.0
7.0,0.25,0.45,15.3,0.053,20.0,115.0,0.99772,3.26,0.44,10.0
6.2,0.13,0.27,1.5,0.040999999999999995,17.0,169.0,0.9912299999999999,3.35,0.57,9.4
7.3,0.3,0.3,11.7,0.048,40.0,124.0,0.99471,3.18,0.39,11.4
6.0,0.24,0.58,6.2,0.042,20.0,169.0,0.9972,3.46,0.44,11.2
6.9,0.25,0.33,18.95,0.057,28.0,122.0,0.9942799999999999,3.25,0.46,10.6
6.1,0.16,0.26,1.1,0.175,45.0,104.0,0.9937,3.05,0.38,10.2
6.7,0.29,0.33,6.6,0.034,48.0,168.0,0.99266,3.26,0.64,9.2
6.9,0.28,0.29,10.8,0.05,53.0,67.0,0.9969,3.3,0.37,12.3
5.4,0.32,0.37,1.1,0.031,20.0,117.0,0.9898,3.06,0.5,9.1
6.9,0.2,0.27,1.0,0.043,34.0,149.0,0.9937600000000001,3.13,0.37,9.8
6.2,0.25,0.16,5.2,0.040999999999999995,82.0,134.0,0.9957799999999999,3.34,0.37,9.0
7.2,0.25,0.28,5.7,0.04,44.0,129.0,0.991,3.03,0.46,12.1
7.1,0.32,0.2,2.0,0.047,14.0,86.0,0.9959,3.18,0.56,10.2
5.8,0.37,0.27,1.2,0.055,52.0,87.0,0.9893149999999999,2.87,0.32,9.4
7.2,0.28,0.47,8.2,0.034,35.0,230.0,0.9934,3.09,0.41,10.0
6.2,0.2,0.36,0.8,0.038,32.0,173.0,0.99666,3.44,0.32,9.6
6.6,0.35,0.28,3.2,0.04,46.0,167.0,0.9974,3.35,0.54,10.1
9.2,0.27,0.33,5.9,0.035,33.0,202.0,0.98918,3.01,0.49,9.4
6.8,0.5,0.32,1.6,0.048,53.0,194.0,0.9972,3.41,0.33,11.3
7.4,0.3,0.18,13.7,0.027999999999999997,24.0,138.0,0.9953,3.26,0.75,10.3
7.8,0.62,0.22,9.3,0.017,50.0,133.0,0.99815,3.02,0.58,9.7
7.0,0.34,0.27,7.0,0.053,49.0,143.0,0.9888600000000001,3.22,0.72,10.1
6.2,0.2,0.32,16.2,0.142,64.0,152.0,0.99018,2.8,0.54,9.2
5.7,0.32,0.34,1.6,0.047,33.0,157.0,0.9926,3.15,0.5,10.6
6.8,0.25,0.36,10.2,0.044000000000000004,65.0,167.0,0.9953,3.09,0.54,12.3
7.0,0.33,0.26,2.7,0.044000000000000004,33.0,104.0,0.9959,3.04,0.5,9.4
7.7,0.33,0.28,5.7,0.037000000000000005,22.0,150.0,0.9979,3.32,0.56,10.8
7.3,0.28,0.31,1.4,0.046,40.0,128.0,0.9979,3.26,0.52,10.5
7.0,0.28,0.25,1.6,0.044000000000000004,10.0,166.0,0.9918299999999999,3.18,0.5,9.4
6.4,0.31,0.34,14.45,0.040999999999999995,60.0,137.0,0.9929,3.2,0.39,9.0
6.9,0.19,0.45,8.45,0.045,21.0,168.0,0.993,3.27,0.37,12.0
6.1,0.43,0.41,13.0,0.037000000000000005,70.0,162.0,0.9923,3.42,0.44,8.9
6.8,0.15,0.3,6.5,0.023,26.0,115.0,0.9942,3.41,0.72,11.1
6.4,0.26,0.2,0.8,0.033,23.0,181.0,0.9952,3.31,0.71,11.5
6.0,0.155,0.26,1.0,0.053,33.0,152.0,0.9966299999999999,3.08,0.41,10.9
6.8,0.25,0.0,1.7,0.09,44.0,100.0,0.9973200000000001,3.07,0.66,10.0
6.9,0.41,0.49,14.6,0.067,26.0,168.0,0.99534,3.27,0.47,12.1
6.4,0.22,0.24,5.6,0.03,47.0,131.0,0.9923,3.34,0.56,9.7
6.7,0.2,0.0,1.7,0.043,51.0,182.0,0.9961,3.25,0.54,11.4
8.2,0.43,0.29,5.1,0.049,42.0,125.0,0.99072,3.19,0.56,9.4
6.9,0.32,0.28,8.1,0.19699999999999998,34.0,110.0,0.9962,3.32,0.44,10.2
5.8,0.22,0.2,6.85,0.044000000000000004,26.0,79.0,0.993,2.93,0.47,9.2
8.6,0.42,0.41,4.6,0.174,36.0,134.0,0.9920200000000001,3.17,0.62,8.7
7.2,0.2,0.33,11.4,0.168,68.0,171.0,0.9943799999999999,2.85,0.27,9.2
6.3,0.22,0.27,2.8,0.045,26.0,110.0,0.99655,3.16,0.64,11.2
7.6,0.25,0.33,2.0,0.04,35.0,70.0,0.99313,3.46,0.45,11.6
6.6,0.17,0.16,2.3,0.048,53.0,124.0,0.99792,3.14,0.54,8.7
6.0,0.27,0.4,12.5,0.046,40.0,151.0,0.99898,2.96,0.52,10.4
5.9,0.38,0.39,6.5,0.040999999999999995,25.0,76.0,0.9923200000000001,3.11,0.47,11.0
6.7,0.19,0.24,1.1,0.04,36.0,117.0,0.9950200000000001,3.14,0.46,9.5
7.4,0.27,0.25,7.1,0.052000000000000005,32.0,146.0,0.9958,3.18,0.56,13.9
7.0,0.25,0.27,9.65,0.04,32.0,102.0,0.9954,3.12,0.39,12.1
6.5,0.24,0.26,1.1,0.03,3.0,189.0,0.9952,3.3,0.68,10.5
7.7,0.34,0.26,1.4,0.055999999999999994,32.0,97.0,0.9934,3.22,0.56,12.4
7.1,0.18,0.33,6.2,0.05,37.0,150.0,0.99824,3.29,0.48,9.0
6.4,0.29,0.25,1.4,0.039,47.0,139.0,0.9911200000000001,3.13,0.66,12.8
7.5,0.3,0.29,1.5,0.037000000000000005,44.0,148.0,0.9932,3.2,0.42,9.2
7.4,0.26,0.22,1.6,0.067,32.0,160.0,0.9899,3.1,0.34,9.5
6.0,0.27,0.19,7.6,0.17300000000000001,47.0,134.0,0.9955,3.24,0.42,12.7
6.7,0.41,0.23,1.3,0.05,26.0,191.0,0.9905,3.17,0.49,12.3
6.9,0.14,0.39,2.7,0.032,25.0,104.0,0.99018,3.38,0.44,9.5
6.9,0.19,0.04,1.6,0.037000000000000005,42.0,116.0,0.9952,3.29,0.36,9.9
7.1,0.41,0.3,0.8,0.026000000000000002,15.0,79.0,0.9922200000000001,3.15,0.66,9.4
6.2,0.29,0.34,13.2,0.066,18.0,217.5,0.9892,3.02,0.54,8.9
7.0,0.12,0.42,2.1,0.051,39.0,57.0,0.99256,3.13,0.78,9.2
7.8,0.25,0.59,1.3,0.038,46.0,157.0,0.9927799999999999,3.02,0.49,9.6
6.6,0.11,0.35,2.5,0.046,69.0,112.0,0.9941,3.19,0.41,11.9
5.3,0.21,0.37,1.5,0.040999999999999995,17.0,101.0,0.9945200000000001,2.9,0.36,10.4
8.4,0.22,0.56,2.4,0.04,57.0,144.0,0.9932,3.27,0.56,10.5
8.3,0.38,0.35,4.25,0.03,14.0,173.0,0.99654,3.13,0.43,8.8
6.6,0.32,0.34,19.45,0.04,14.0,37.0,0.9905799999999999,3.42,0.45,9.1
7.5,0.2,0.34,1.6,0.048,49.0,126.0,0.9986,3.32,0.39,12.0
7.0,0.32,0.14,1.7,0.036000000000000004,15.0,197.0,0.9952,3.2,0.38,9.1
7.0,0.31,0.39,2.1,0.031,36.0,190.0,0.99946,3.25,0.3,12.0
6.9,0.21,0.33,13.7,0.037000000000000005,62.0,215.0,0.9929899999999999,3.14,0.44,9.3
6.7,0.16,0.49,2.3,0.034,49.0,134.0,0.99265,3.28,0.45,10.8
7.0,0.26,0.07,8.6,0.027999999999999997,17.0,169.0,0.9976,3.15,0.49,9.0
7.2,0.2,0.32,12.2,0.036000000000000004,33.0,132.0,0.99035,3.16,0.4,9.5
6.6,0.16,0.33,4.2,0.063,52.0,171.0,0.99206,3.32,0.49,10.0
6.3,0.37,0.34,1.3,0.038,47.0,148.0,0.9932,3.28,0.6,9.9
6.0,0.18,0.46,1.2,0.045,43.0,155.0,0.9999,3.1,0.36,9.9
6.8,0.26,0.25,7.4,0.037000000000000005,55.0,182.0,0.99865,3.14,0.5,9.4
7.0,0.22,0.58,10.4,0.045,15.0,145.0,0.99425,3.1,0.32,9.8
7.2,0.145,0.33,11.9,0.049,74.0,197.0,0.9912,3.21,0.64,9.2
6.0,0.24,0.3,9.1,0.040999999999999995,37.0,122.0,0.9956799999999999,3.3,0.47,10.5
6.7,0.18,0.36,13.1,0.024,42.0,167.0,0.9975,3.48,0.45,11.1
6.0,0.35,0.44,7.0,0.048,53.0,175.0,0.9934,3.21,0.48,10.5
6.2,0.32,0.64,1.0,0.042,55.0,103.0,0.9941399999999999,3.18,0.46,9.5
6.1,0.33,0.38,14.6,0.026000000000000002,13.0,93.0,0.9924,3.27,0.67,9.5
6.2,0.21,0.25,6.7,0.039,37.0,107.0,0.9929600000000001,3.24,0.37,8.9
6.9,0.39,0.73,1.2,0.042,25.0,152.0,0.9930200000000001,3.17,0.4,10.9
6.5,0.17,0.33,8.1,0.039,60.0,125.0,0.9936,3.15,0.52,10.3
6.9,0.17,0.34,13.6,0.040999999999999995,19.0,198.0,0.99035,3.22,0.42,10.3
6.4,0.42,0.29,6.9,0.06,55.0,127.0,0.9901,3.22,0.65,10.7
6.8,0.22,0.39,3.3,0.062,47.0,99.0,0.9908,3.12,0.55,11.9
6.9,0.32,0.47,4.7,0.032,22.0,135.0,0.99,3.15,0.59,11.1
7.6,0.27,0.34,5.1,0.033,23.0,198.0,0.9938,3.16,0.36,12.3
6.0,0.18,0.41,10.4,0.044000000000000004,28.0,152.0,0.9909399999999999,3.0,0.5,11.6
6.5,0.22,0.32,10.7,0.045,81.0,155.0,0.99066,3.03,0.3,9.5
7.0,0.27,0.57,6.7,0.053,22.0,167.0,0.9916,3.44,0.54,9.5
7.1,0.22,0.24,13.9,0.027999999999999997,63.0,124.0,0.9923,2.87,0.44,8.7
7.4,0.24,0.42,10.2,0.031,7.0,116.0,0.99792,3.03,0.46,11.8
7.2,0.23,0.23,2.0,0.043,20.0,72.0,0.9958,3.16,0.46,11.0
7.2,0.33,0.35,7.8,0.045,30.0,153.0,0.9977600000000001,2.97,0.59,9.8
6.6,0.28,0.46,3.0,0.045,23.0,96.0,0.99567,3.49,0.5,9.3
7.3,0.18,0.45,1.9,0.038,62.0,167.0,0.9954,3.22,0.58,10.1
6.0,0.14,0.3,1.0,0.047,37.0,124.0,0.9981,3.25,0.38,10.0
6.6,0.34,0.28,4.8,0.05,54.0,151.0,0.99546,3.2,0.36,10.6
6.8,0.28,0.25,5.5,0.047,26.0,137.0,0.99382,3.41,0.52,9.5
7.4,0.16,0.17,8.9,0.051,42.0,101.0,0.9998,3.24,0.45,9.5
8.9,0.3,0.56,5.9,0.055999999999999994,29.0,105.0,0.9942,3.14,0.75,9.0
7.8,0.27,0.2,2.6,0.033,71.0,132.0,0.99565,3.21,0.58,8.7
5.8,0.24,0.22,1.35,0.033,15.0,144.0,0.9898399999999999,3.41,0.41,9.4
6.7,0.24,0.29,1.85,0.049,44.5,120.0,0.9998,3.1,0.72,9.7
7.6,0.41,0.31,13.0,0.055999999999999994,62.0,155.0,0.992,3.11,0.54,11.8
6.7,0.285,0.42,3.7,0.032,52.0,197.0,0.996,3.23,0.5,11.1
6.2,0.27,0.14,2.0,0.052000000000000005,23.0,152.0,0.99177,3.28,0.66,12.8
6.4,0.23,0.34,6.0,0.052000000000000005,27.0,226.0,0.9917,3.51,0.57,12.3
7.3,0.2,0.3,9.3,0.048,44.0,116.0,0.9932,2.92,0.37,10.5
7.0,0.19,0.0,14.2,0.045,17.0,131.0,0.9911200000000001,3.09,0.62,13.2
6.8,0.12,0.31,6.9,0.052000000000000005,17.0,189.0,0.9940000000000001,3.08,0.48,11.0
6.3,0.3,0.37,2.2,0.047,77.0,105.0,0.99474,3.15,0.4,11.3
7.4,0.35,0.24,1.0,0.061,47.0,136.0,0.9968299999999999,3.2,0.54,12.7
7.2,0.19,0.24,1.9,0.033,33.0,135.0,0.9903,3.27,0.43,12.8
8.9,0.39,0.21,5.7,0.054000000000000006,26.0,198.0,0.98975,3.49,0.52,10.5
6.7,0.17,0.27,1.6,0.038,30.0,208.0,0.9948,3.03,0.39,9.9
6.0,0.55,0.22,13.3,0.034,79.5,147.0,0.9964200000000001,3.32,0.5,9.3
6.2,0.17,0.49,2.7,0.035,35.0,165.0,0.98711,3.23,0.45,10.1
6.4,0.27,0.26,0.9,0.061,29.0,87.0,1.001,3.38,0.51,10.2
7.2,0.28,0.49,14.9,0.017,35.0,119.0,0.9928,3.07,0.65,9.5
5.8,0.22,0.34,1.3,0.038,24.0,182.0,0.9940000000000001,3.04,0.38,11.0
7.3,0.36,0.37,3.2,0.03,68.0,139.0,0.98945,3.26,0.5,8.9
6.8,0.31,0.28,1.2,0.034,44.0,160.0,0.99587,2.91,0.46,11.2
5.9,0.18,0.44,5.25,0.047,31.0,144.0,0.9954799999999999,3.1,0.5,10.2
6.4,0.33,0.34,1.6,0.055999999999999994,7.0,186.0,0.9944,3.37,0.32,9.9
6.0,0.19,0.09,11.3,0.036000000000000004,44.0,71.0,1.0003,3.2,0.69,8.8
7.6,0.29,0.27,11.8,0.040999999999999995,32.0,141.0,0.9919899999999999,2.94,0.46,11.1
5.6,0.28,0.36,8.6,0.05,85.0,174.0,0.9951,3.11,0.38,9.2
5.5,0.105,0.42,1.9,0.033,35.0,159.0,1.0002,3.36,0.49,9.1
8.4,0.2,0.44,9.2,0.17300000000000001,38.0,154.0,0.9912,3.05,0.55,13.4
5.4,0.23,0.38,2.0,0.028999999999999998,16.0,169.0,0.9979,3.18,0.44,10.2
6.6,0.23,0.24,12.1,0.035,19.0,200.0,0.9885299999999999,3.09,0.4,9.5
6.9,0.18,0.28,7.4,0.03,20.0,140.0,0.99946,3.2,0.36,11.4
6.3,0.35,0.26,1.0,0.026000000000000002,22.0,118.0,0.98936,3.36,0.35,11.2
6.6,0.25,0.22,1.6,0.049,23.0,87.0,0.9953,3.37,0.56,12.3
5.8,0.25,0.25,3.2,0.040999999999999995,24.0,187.0,0.99,3.05,0.46,9.6
6.8,0.22,0.1,9.9,0.036000000000000004,61.0,136.0,0.9934,2.94,0.39,11.0
5.7,0.17,0.3,11.2,0.067,52.0,181.0,0.9957,3.06,0.44,10.9
8.9,0.27,0.33,12.0,0.045,12.0,114.0,0.9917,3.19,0.44,9.5
7.9,0.22,0.35,5.5,0.05,11.0,186.0,0.9892799999999999,3.28,0.45,8.6
7.3,0.24,0.34,3.5,0.027999999999999997,16.0,221.0,0.9993,3.11,0.39,10.9
7.6,0.17,0.49,4.1,0.027000000000000003,20.0,200.0,0.992,3.04,0.71,12.7
7.6,0.24,0.47,15.0,0.042,38.0,139.0,0.99716,3.09,0.38,9.6
7.6,0.2,0.24,6.5,0.037000000000000005,14.0,255.0,0.9928600000000001,3.04,0.78,10.3
7.5,0.23,0.26,6.9,0.037000000000000005,35.0,84.0,0.9916,3.17,0.41,10.8
7.2,0.27,0.33,9.8,0.049,25.0,113.0,0.9927,3.09,0.4,9.2
5.1,0.28,0.25,1.1,0.028999999999999998,28.0,163.0,0.9882200000000001,3.26,0.35,10.7
6.7,0.28,0.34,5.3,0.036000000000000004,15.0,137.0,0.9937,2.99,0.66,12.5
9.0,0.16,0.33,4.8,0.032,32.0,75.0,0.9967,3.24,0.63,10.7
6.5,0.41,0.24,8.2,0.053,49.0,223.0,0.99198,2.99,0.4,11.8
7.6,0.31,0.29,1.7,0.027999999999999997,23.0,92.0,0.99546,3.6,0.47,9.8
6.3,0.3,0.24,1.2,0.043,36.0,110.0,0.9948,3.18,0.47,9.1
6.6,0.16,0.26,1.4,0.027999999999999997,35.0,143.0,0.99026,3.21,0.69,13.0
7.8,0.26,0.4,12.15,0.043,41.0,129.0,0.9939399999999999,3.06,0.61,11.5
6.2,0.19,0.24,8.0,0.19699999999999998,42.0,150.0,0.9983,3.05,0.5,8.9
5.4,0.22,0.26,15.4,0.038,44.0,100.0,0.991,3.19,0.43,11.6
6.7,0.12,0.22,2.5,0.051,28.0,112.0,0.9982,3.4,0.44,11.0
7.8,0.22,0.42,1.6,0.055,37.0,189.0,0.9910899999999999,3.26,0.38,9.6
8.1,0.25,0.31,1.3,0.06,20.0,247.0,0.9979,3.13,0.39,9.2
6.4,0.3,0.31,7.8,0.037000000000000005,18.0,174.0,0.9944,3.19,0.72,10.3
7.2,0.33,0.2,6.5,0.05,18.0,178.0,0.9951,3.06,0.42,9.0
6.4,0.185,0.26,1.6,0.046,15.0,106.0,0.99916,3.04,0.54,9.4
5.7,0.31,0.31,5.45,0.055999999999999994,14.0,113.0,0.9964,3.45,0.38,9.5
6.3,0.28,0.6,1.8,0.04,34.0,156.0,0.99198,3.12,0.37,9.6
6.7,0.18,0.36,10.4,0.052000000000000005,54.0,93.0,0.9966,3.31,0.37,9.4
6.5,0.19,0.29,1.2,0.053,15.0,133.0,0.99769,3.25,0.46,9.4
5.6,0.28,0.3,13.5,0.08,20.0,168.0,0.9907,3.28,0.58,12.3
6.5,0.25,0.26,8.7,0.039,20.0,187.0,0.9987,3.36,0.45,11.1
6.3,0.3,0.82,1.5,0.052000000000000005,35.0,115.0,0.99174,3.21,0.49,9.0
6.6,0.23,0.28,14.95,0.026000000000000002,24.0,111.0,0.9927,3.24,0.38,8.8
6.4,0.38,0.41,15.7,0.048,42.0,111.0,0.9947,3.08,0.48,10.9
7.2,0.26,0.27,1.3,0.044000000000000004,82.5,119.0,1.0001,3.05,0.37,11.3
6.4,0.3,0.24,6.1,0.083,24.0,125.0,0.9932,2.96,0.45,10.5
7.9,0.23,0.28,14.8,0.034,45.0,74.0,0.9946,3.27,0.57,10.7
6.4,0.26,0.33,14.4,0.046,98.0,111.0,0.9927,3.48,0.52,11.0
6.5,0.31,0.18,5.5,0.043,110.0,108.0,0.9928600000000001,3.06,0.42,9.8
8.3,0.31,0.49,1.4,0.038,28.0,180.0,0.9931,3.24,0.65,8.8
5.7,0.15,0.3,10.7,0.027000000000000003,81.0,125.0,0.9935200000000001,3.27,0.4,12.8
6.6,0.24,0.59,1.05,0.053,21.0,95.0,0.99445,3.15,0.44,9.1
6.2,0.27,0.05,8.5,0.05,57.0,97.0,0.9906,3.28,0.6,10.0
6.3,0.2,0.36,4.0,0.031,35.0,155.0,0.9954200000000001,2.94,0.32,11.1
5.9,0.26,0.4,12.0,0.044000000000000004,42.0,121.0,0.9905200000000001,3.03,0.4,12.1
6.4,0.2,0.32,2.2,0.055999999999999994,27.0,87.0,0.9958,3.07,0.39,9.5
7.2,0.75,0.2,8.2,0.038,57.0,110.0,0.9994700000000001,3.24,0.6,10.1
6.0,0.28,0.2,5.6,0.048,46.0,110.0,0.9974200000000001,3.38,0.52,9.7
7.8,0.22,0.45,2.3,0.028999999999999998,15.0,121.0,0.99215,3.03,0.37,10.0
7.9,0.26,0.21,6.65,0.052000000000000005,53.0,127.0,0.9904,3.14,0.5,11.0
7.2,0.22,0.35,8.3,0.046,23.0,129.0,0.9954,3.19,0.39,11.2
7.3,0.17,0.27,5.9,0.033,72.0,146.0,0.9997,3.34,0.52,10.8
7.1,0.28,0.26,12.9,0.034,21.0,51.0,0.9926200000000001,3.11,0.47,10.8
8.8,0.26,0.28,9.9,0.026000000000000002,21.0,142.0,0.99018,3.1,0.53,11.0
6.4,0.16,0.23,14.0,0.046,27.0,183.0,0.9944,2.9,0.52,11.0
7.4,0.21,0.37,7.2,0.08,68.0,118.0,0.9976,3.14,0.65,10.2
6.0,0.2,0.22,15.4,0.055999999999999994,49.0,167.0,0.9966,3.1,0.38,12.6
7.6,0.27,0.25,1.4,0.07200000000000001,54.0,127.0,0.9939,3.11,0.38,10.9
6.0,0.48,0.42,7.2,0.034,45.0,156.0,0.9921200000000001,3.16,0.39,8.7
6.9,0.21,0.33,1.3,0.034,29.0,118.0,0.9931,3.19,0.54,10.5
7.7,0.37,0.34,2.9,0.038,40.0,221.0,0.9928,3.3,0.61,11.5
8.3,0.785,0.36,14.4,0.044000000000000004,52.0,117.0,0.9958,2.93,0.39,12.5
7.3,0.17,0.24,1.5,0.037000000000000005,48.0,188.0,0.9905799999999999,3.24,0.37,8.8
6.7,0.31,0.37,7.6,0.033,30.0,90.0,0.9926,3.37,0.46,9.0
7.0,0.18,0.12,1.4,0.062,62.0,115.0,0.99266,3.3,0.36,9.4
7.3,0.28,0.34,5.2,0.048,37.0,91.0,0.9928,3.1,0.45,11.1
7.4,0.36,0.34,0.9,0.026000000000000002,41.0,158.0,0.9912,3.17,0.38,9.9
6.6,0.13,0.35,10.4,0.038,52.0,173.0,0.9983,2.94,0.78,9.4
7.0,0.29,0.36,3.4,0.032,43.0,124.0,1.0001,3.31,0.46,9.4
7.9,0.29,0.74,1.7,0.059000000000000004,43.0,167.0,0.9986,3.32,0.48,9.2
8.3,0.44,0.4,6.8,0.038,31.0,113.0,0.9908799999999999,3.08,0.56,11.1
7.5,0.28,0.12,2.25,0.055,43.0,130.0,0.9981,3.09,0.54,9.5
6.4,0.27,0.51,1.1,0.032,19.0,131.0,0.9934,3.11,0.64,9.0
6.2,0.28,0.36,6.6,0.052000000000000005,32.0,170.0,0.9948,3.03,0.48,11.9
7.1,0.47,0.21,1.6,0.044000000000000004,25.0,76.0,0.99535,3.05,0.41,9.3
5.9,0.3,0.47,12.0,0.046,22.0,97.0,0.99323,3.2,0.35,10.4
6.4,0.3,0.29,15.1,0.053,38.0,93.0,0.99808,3.16,0.45,10.0
6.9,0.13,0.49,1.4,0.028999999999999998,15.0,219.0,0.9954,3.24,0.51,9.4
6.2,0.28,0.3,3.3,0.039,21.0,105.0,0.9955,3.22,0.37,12.1
7.2,0.19,0.26,11.6,0.04,47.0,171.0,0.9939,3.03,0.7,9.1
6.7,0.39,0.47,2.2,0.040999999999999995,20.0,228.0,0.9924,3.36,0.45,8.9
6.4,0.32,0.36,4.4,0.038,29.0,97.0,0.9958,3.12,0.35,11.5
7.3,0.225,0.26,2.0,0.040999999999999995,8.0,103.0,0.99313,3.2,0.44,9.1
6.8,0.18,0.49,1.2,0.053,17.0,118.0,0.9984,3.15,0.38,11.4
9.3,0.21,0.25,1.4,0.122,51.0,133.0,0.99311,3.09,0.48,9.9
8.0,0.27,0.35,11.8,0.04,29.0,172.0,0.99587,3.21,0.4,12.1
6.8,0.18,0.34,8.2,0.055999999999999994,32.0,110.0,0.9899899999999999,2.89,0.32,10.1
6.5,0.2,0.39,10.7,0.069,33.0,141.0,0.9979,3.26,0.39,9.4
7.7,0.18,0.23,1.1,0.036000000000000004,39.0,168.0,0.9970899999999999,2.9,0.5,9.4
7.9,0.25,0.25,1.0,0.037000000000000005,25.0,111.0,0.9937,2.93,0.32,10.1
6.4,0.32,0.28,2.1,0.057,28.0,182.0,0.9919,3.1,0.35,9.5
6.4,0.33,0.39,3.9,0.063,38.0,176.0,0.9905299999999999,3.18,0.51,9.7
6.4,0.25,0.3,1.4,0.027999999999999997,53.0,168.0,0.99244,3.27,0.46,9.0
7.1,0.32,0.36,17.55,0.046,6.0,221.0,0.9889,2.9,0.44,10.5
7.2,0.41,0.33,2.6,0.062,45.0,112.0,0.9895799999999999,3.27,0.71,9.7
7.0,0.33,0.32,16.05,0.031,35.0,212.0,0.9981,3.45,0.42,9.9
6.6,0.255,0.31,1.4,0.069,37.0,119.0,0.9936,3.1,0.52,8.8
