Input1(a);Input1(b);Input2;Input3;Input4(l);Input4(y);Input4(u);Input5(gg);Input5(p);Input5(g);Input6(j);Input6(ff);Input6(aa);Input6(e);Input6(i);Input6(x);Input6(d);Input6(c);Input6(k);Input6(cc);Input6(r);Input6(m);Input6(q);Input6(w);Input7(n);Input7(dd);Input7(o);Input7(z);Input7(j);Input7(ff);Input7(bb);Input7(h);Input7(v);Input8;Input9(f);Input9(t);Input10(f);Input10(t);Input11;Input12(t);Input12(f);Input13(p);Input13(s);Input13(g);Input14;Input15;Desired1;Desired2
0;1;20.42;1.835;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.25;0;1;0;1;1;0;1;0;0;1;100;150;0;1
1;0;47.42;8;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6.5;0;1;0;1;6;0;1;0;0;1;375;51100;0;1
0;1;36.25;5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.5;0;1;0;1;6;0;1;0;0;1;0;367;0;1
0;1;32.67;5.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5.5;0;1;0;1;12;1;0;0;0;1;408;1000;0;1
0;1;48.58;6.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;6;0;1;1;0;0;1;0;0;0;1;350;0;0;1
0;1;39.92;0.54;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;0;1;0;1;3;0;1;0;0;1;200;1000;0;1
0;1;33.58;2.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4.25;0;1;0;1;6;0;1;0;0;1;204;0;0;1
1;0;18.83;9.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1.625;0;1;0;1;6;1;0;0;0;1;40;600;0;1
1;0;26.92;13.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;0;1;0;1;2;0;1;0;0;1;0;5000;0;1
1;0;31.25;3.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.625;0;1;0;1;9;1;0;0;0;1;181;0;0;1
1;0;56.5;16;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;15;0;1;0;0;1;0;247;0;1
0;1;43;0.29;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1.75;0;1;0;1;8;0;1;0;0;1;100;375;0;1
0;1;22.33;11;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;1;0;1;1;0;1;0;0;1;80;278;0;1
0;1;27.25;1.665;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5.085;0;1;0;1;9;0;1;0;0;1;399;827;0;1
0;1;32.83;2.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.75;0;1;0;1;6;0;1;0;0;1;160;2072;0;1
0;1;23.25;1.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2.375;0;1;0;1;3;1;0;0;0;1;0;582;0;1
1;0;40.33;7.54;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;8;0;1;0;1;14;0;1;0;0;1;0;2300;0;1
1;0;30.5;6.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;1;0;1;7;1;0;0;0;1;0;3065;0;1
1;0;52.83;15;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5.5;0;1;0;1;14;0;1;0;0;1;0;2200;0;1
1;0;46.67;0.46;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.415;0;1;0;1;11;1;0;0;0;1;440;6;0;1
1;0;58.33;10;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;1;0;1;14;0;1;0;0;1;0;1602;0;1
0;1;37.33;6.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;4.25;0;1;0;1;12;1;0;0;0;1;93;0;0;1
0;1;23.08;2.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.085;0;1;0;1;11;1;0;0;0;1;60;2184;0;1
0;1;32.75;1.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5.5;0;1;0;1;3;1;0;0;0;1;0;0;0;1
1;0;21.67;11.5;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;11;1;0;0;0;1;0;0;0;1
1;0;28.5;3.04;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.54;0;1;0;1;1;0;1;0;0;1;70;0;0;1
1;0;68.67;15;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;14;0;1;0;0;1;0;3376;0;1
0;1;28;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.165;0;1;0;1;2;1;0;0;0;1;181;0;0;1
0;1;34.08;0.08;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.04;0;1;0;1;1;1;0;0;0;1;280;2000;0;1
0;1;27.67;2;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;4;0;1;0;0;1;140;7544;0;1
0;1;44;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1.75;0;1;0;1;2;1;0;0;0;1;0;15;0;1
0;1;25.08;1.71;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.665;0;1;0;1;1;1;0;0;0;1;395;20;0;1
0;1;32;1.75;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.04;0;1;1;0;0;1;0;0;0;1;393;0;0;1
1;0;60.58;16.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;11;0;1;1;0;0;1;0;0;0;1;21;10561;0;1
1;0;40.83;10;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1.75;0;1;1;0;0;0;1;0;0;1;29;837;0;1
0;1;19.33;9.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;60;400;0;1
1;0;32.33;0.54;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;0;1;1;0;0;0;1;0;0;1;440;11177;0;1
0;1;36.67;3.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;9;0;1;1;0;0;1;0;0;0;1;102;639;0;1
0;1;37.5;1.125;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;1;0;1;0;0;1;0;0;0;1;431;0;0;1
1;0;25.08;2.54;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;0;1;1;0;0;1;0;0;0;1;370;0;0;1
0;1;41.33;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;1;1;0;0;0;1;0;0;1;0;0;0;1
0;1;56;12.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;1;1;0;0;1;0;0;0;1;24;2028;0;1
1;0;49.83;13.585;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8.5;0;1;1;0;0;1;0;0;0;1;0;0;0;1
0;1;22.67;10.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1.335;0;1;1;0;0;0;1;0;0;1;100;0;0;1
0;1;27;1.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.375;0;1;1;0;0;1;0;0;0;1;260;1065;0;1
0;1;25;12.5;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1;0;0;1;0;0;1;0;20;0;0;1
1;0;26.08;8.665;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.415;0;1;1;0;0;0;1;0;0;1;160;150;0;1
1;0;18.42;9.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1.21;0;1;0;1;4;0;1;0;0;1;60;540;0;1
0;1;20.17;8.17;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.96;0;1;0;1;14;0;1;0;0;1;60;158;0;1
0;1;47.67;0.29;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;1;0;1;20;0;1;0;0;1;0;15000;0;1
1;0;21.25;2.335;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5;0;1;0;1;4;0;1;0;1;0;80;0;0;1
1;0;20.67;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.165;0;1;0;1;3;0;1;0;0;1;100;6;0;1
1;0;57.08;19.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5.5;0;1;0;1;7;0;1;0;0;1;0;3000;0;1
1;0;22.42;5.665;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2.585;0;1;0;1;7;0;1;0;0;1;129;3257;0;1
0;1;48.75;8.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12.5;0;1;0;1;9;0;1;0;0;1;181;1655;0;1
0;1;40;6.5;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.5;0;1;0;1;1;0;1;0;0;1;0;500;0;1
0;1;40.58;5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;1;0;1;7;0;1;0;0;1;0;3065;0;1
1;0;28.67;1.04;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.5;0;1;0;1;5;1;0;0;0;1;300;1430;0;1
1;0;33.08;4.625;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1.625;0;1;0;1;2;0;1;0;0;1;0;0;0;1
0;1;21.33;10.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1;0;0;1;0;0;0;1;0;0;0;1
0;1;42;0.205;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5.125;0;1;1;0;0;0;1;0;0;1;400;0;0;1
0;1;41.75;0.96;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.5;0;1;1;0;0;0;1;0;0;1;510;600;0;1
0;1;22.67;1.585;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3.085;0;1;0;1;6;0;1;0;0;1;80;0;0;1
0;1;34.5;4.04;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8.5;0;1;0;1;7;1;0;0;0;1;195;0;0;1
0;1;28.25;5.04;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.5;0;1;0;1;8;1;0;0;0;1;144;7;0;1
0;1;33.17;3.165;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.165;0;1;0;1;3;1;0;0;0;1;380;0;0;1
0;1;48.17;7.625;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;15.5;0;1;0;1;12;0;1;0;0;1;0;790;0;1
0;1;27.58;2.04;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;3;1;0;0;0;1;370;560;0;1
0;1;22.58;10.04;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;0;1;0;1;9;0;1;0;0;1;60;396;0;1
1;0;24.08;0.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1.25;0;1;0;1;1;0;1;0;0;1;0;678;0;1
1;0;41.33;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.25;0;1;1;0;0;1;0;0;0;1;0;300;0;1
1;0;20.75;10.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.71;0;1;0;1;2;1;0;0;0;1;49;0;0;1
0;1;36.33;2.125;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.085;0;1;0;1;1;0;1;0;0;1;50;1187;0;1
1;0;35.42;12;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;14;0;1;0;1;8;0;1;0;0;1;0;6590;0;1
0;1;28.67;9.335;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5.665;0;1;0;1;6;0;1;0;0;1;381;168;0;1
0;1;35.17;2.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.5;0;1;0;1;7;0;1;0;0;1;150;1270;0;1
0;1;39.5;4.25;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6.5;0;1;0;1;16;0;1;0;0;1;117;1210;0;1
0;1;39.33;5.875;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;10;0;1;0;1;14;1;0;0;0;1;399;0;0;1
0;1;24.33;6.625;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5.5;0;1;1;0;0;1;0;0;1;0;100;0;0;1
0;1;60.08;14.5;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;0;1;0;1;15;1;0;0;0;1;0;1000;0;1
0;1;23.08;11.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.5;0;1;0;1;9;0;1;0;0;1;56;742;0;1
0;1;26.67;2.71;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5.25;0;1;0;1;1;0;1;0;0;1;211;0;0;1
0;1;48.17;3.5;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.5;0;1;1;0;0;0;1;0;1;0;230;0;0;1
0;1;41.17;4.04;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;1;0;1;8;0;1;0;0;1;320;0;0;1
0;1;55.92;11.5;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;1;0;1;5;0;1;0;0;1;0;8851;0;1
0;1;53.92;9.625;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8.665;0;1;0;1;5;0;1;0;0;1;0;0;0;1
1;0;18.92;9.25;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;4;1;0;0;0;1;80;500;0;1
1;0;50.08;12.54;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.29;0;1;0;1;3;1;0;0;0;1;156;0;0;1
0;1;65.42;11;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;0;1;0;1;7;1;0;0;0;1;22;0;0;1
1;0;17.58;9;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.375;0;1;1;0;0;1;0;0;0;1;0;0;0;1
1;0;18.83;9.54;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.085;0;1;1;0;0;0;1;0;0;1;100;0;0;1
1;0;37.75;5.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.125;0;1;1;0;0;1;0;0;0;1;228;0;0;1
0;1;23.25;4;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.25;0;1;1;0;0;1;0;0;0;1;160;0;0;1
0;1;18.08;5.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;0;1;1;0;0;0;1;0;0;1;80;0;0;1
1;0;22.5;8.46;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.46;1;0;1;0;0;0;1;0;0;1;164;0;0;1
0;1;19.67;0.375;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;2;1;0;0;0;1;80;0;0;1
0;1;22.08;11;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.665;0;1;1;0;0;0;1;0;0;1;100;0;0;1
0;1;25.17;3.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.625;0;1;0;1;7;0;1;0;0;1;0;7059;0;1
1;0;47.42;3;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13.875;0;1;0;1;2;1;0;0;0;1;519;1704;0;1
0;1;33.5;1.75;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.5;0;1;0;1;4;1;0;0;0;1;253;857;0;1
0;1;27.67;13.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5.75;0;1;1;0;0;1;0;0;0;1;487;500;0;1
1;0;58.42;21;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;1;0;1;13;0;1;0;0;1;0;6700;0;1
1;0;20.67;1.835;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2.085;0;1;0;1;5;0;1;0;0;1;220;2503;0;1
0;1;26.17;0.25;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1
0;1;21.33;7.5;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.415;0;1;0;1;1;0;1;0;0;1;80;9800;0;1
0;1;42.83;4.625;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4.58;0;1;1;0;0;0;1;0;1;0;0;0;0;1
0;1;38.17;10.125;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.5;0;1;0;1;6;0;1;0;0;1;520;196;0;1
0;1;20.5;10;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.5;0;1;1;0;0;0;1;0;1;0;40;0;0;1
0;1;48.25;25.085;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1.75;0;1;0;1;3;0;1;0;0;1;120;14;0;1
0;1;28.33;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;11;0;1;1;0;0;1;0;0;0;1;70;0;0;1
0;1;18.5;2;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;0;1;0;1;2;0;1;0;0;1;120;300;0;1
0;1;33.17;3.04;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.04;0;1;0;1;1;1;0;0;0;1;180;18027;0;1
0;1;45;8.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;1;0;1;1;1;0;0;0;1;88;2000;0;1
1;0;19.67;0.21;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.29;0;1;0;1;11;0;1;0;0;1;80;99;0;1
0;1;21.83;11;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29;0;1;0;1;6;0;1;0;0;1;121;0;0;1
0;1;40.25;21.5;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;0;1;0;1;11;0;1;0;0;1;0;1200;0;1
0;1;41.42;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;0;1;0;1;6;1;0;0;0;1;470;0;0;1
1;0;17.83;11;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;11;0;1;0;0;1;0;3000;0;1
0;1;23.17;11.125;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.46;0;1;0;1;1;0;1;0;0;1;100;0;0;1
0;1;18.17;10.25;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.085;1;0;1;0;0;0;1;0;0;1;320;13;1;0
0;1;20;11.045;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;1;0;0;0;1;136;0;1;0
0;1;20;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;0;1;0;0;1;144;0;1;0
1;0;20.75;9.54;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;0;1;200;1000;1;0
1;0;24.5;1.75;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;0;1;0;0;1;132;0;1;0
0;1;32.75;2.335;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5.75;1;0;1;0;0;1;0;0;0;1;292;0;1;0
1;0;52.17;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0
1;0;48.17;1.335;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.335;1;0;1;0;0;0;1;0;0;1;0;120;1;0
1;0;20.42;10.5;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;154;32;1;0
0;1;50.75;0.585;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;145;0;1;0
0;1;17.08;0.085;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;0;1;140;722;1;0
0;1;18.33;1.21;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;100;0;1;0
